Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
A	GO:0002213	defense response to insect	5/125	46/21192	0.10869565217391304	18.42782608695652	9.1145955894274735	7.440623244621551e-6	3.402394083676945e-4	2.549036479975612e-4	PLIP2/ERF018/CYP94B3/MATI/AtCAF1a	5
A	GO:0009753	response to jasmonic acid	9/125	230/21192	0.0391304347826087	6.634017391304348	6.617517943200305	9.17657669080035e-6	3.623367917362909e-4	2.7145876622704224e-4	ACS6/DREB26/JAZ7/ATBT4/ATMYB44/ATBT2/MATI/ATEXT1/ATST2A	9
A	GO:0008300	isoprenoid catabolic process	4/125	23/21192	0.17391304347826086	29.484521739130432	10.528149980561022	9.364569170122826e-6	3.623367917362909e-4	2.7145876622704224e-4	ERF58/CYP707A3/ERF55/ATCCD8	4
A	GO:0070542	response to fatty acid	9/125	234/21192	0.038461538461538464	6.520615384615385	6.541086414872876	1.0536715003443651e-5	3.7856911762372547e-4	2.8361984746111483e-4	ACS6/DREB26/JAZ7/ATBT4/ATMYB44/ATBT2/MATI/ATEXT1/ATST2A	9
A	GO:0009620	response to fungus	11/125	387/21192	0.028423772609819122	4.818852713178295	5.8402833187534995	1.8859403120513726e-5	6.324186513078936e-4	4.738011450627308e-4	ERF58/CBP1/NA/ERF109/ERF104/ATMYB44/NA/NA/LTI30/ATWRKY40/ATWRKY18	11
A	GO:0080134	regulation of response to stress	12/125	477/21192	0.025157232704402517	4.265056603773585	5.5556748451905165	2.6022856488077183e-5	8.180935508439265e-4	6.129067514955021e-4	ATMYB73/AtDTX50/PLIP2/JAZ7/ATMYB44/BAP1/MATI/NA/AthCYSTM3/ATWRKY40/IDL7/ATWRKY18	12
A	GO:0006979	response to oxidative stress	11/125	425/21192	0.02588235294117647	4.3879905882352945	5.434744896495099	4.434963422343492e-5	0.001312227412611045	9.831064428476595e-4	AtCML24/ACS6/ATBT4/GATL10/ATBT2/AtZAT12/STZ/ATLOX4/BT5/RMG1/IDL7	11
A	GO:0000302	response to reactive oxygen species	7/125	165/21192	0.04242424242424243	7.192436363636364	6.15097910389468	5.637574158512257e-5	0.001575388778739814	0.0011802640635949636	AtCML24/ATBT4/ATBT2/ATLOX4/BT5/RMG1/IDL7	7
A	GO:0009734	auxin-activated signaling pathway	6/125	115/21192	0.05217391304347826	8.845356521739129	6.4981030054563265	6.215086308340788e-5	0.0015865060985672777	0.0011885930381648748	ATMYB73/MYB77/TET8/ERF109/ATMYB44/ATBT2	6
A	GO:0009409	response to cold	11/125	442/21192	0.024886877828054297	4.219221719457013	5.268443875810717	6.308175342215816e-5	0.0015865060985672777	0.0011885930381648748	AtCML24/ERF58/AtXTH22/DREB26/ATCBF2/ATBT2/AtZAT12/BAP1/STZ/LTI30/BT5	11
A	GO:0042542	response to hydrogen peroxide	5/125	77/21192	0.06493506493506493	11.008831168831168	6.777391409794107	9.269359343423372e-5	0.002220232261781884	0.0016633737568649458	AtCML24/ATBT4/ATBT2/BT5/IDL7	5
A	GO:0010087	phloem or xylem histogenesis	6/125	130/21192	0.046153846153846156	7.824738461538462	6.012253301405275	1.2259189026782562e-4	0.002802896400214377	0.0020998993643962477	ACS6/ERF018/ERF109/ERF104/ATERF11/AtERF#100	6
A	GO:0071365	cellular response to auxin stimulus	6/125	139/21192	0.04316546762589928	7.318100719424462	5.756603725363075	1.7681711895510362e-4	0.003848376470163789	0.0028831616120511385	ATMYB73/MYB77/TET8/ERF109/ATMYB44/ATBT2	6
A	GO:0010928	regulation of auxin mediated signaling pathway	4/125	48/21192	0.08333333333333333	14.128	7.013826139683138	1.836203484769999e-4	0.003848376470163789	0.0028831616120511385	ATMYB73/MYB77/ERF109/ATMYB44	4
A	GO:0050832	defense response to fungus	8/125	275/21192	0.02909090909090909	4.931956363636363	5.055390672080897	2.3063156140185545e-4	0.004640307015405332	0.0034764673255521785	CBP1/ERF109/ERF104/ATMYB44/NA/LTI30/ATWRKY40/ATWRKY18	8
A	GO:0031667	response to nutrient levels	8/125	295/21192	0.02711864406779661	4.597586440677966	4.793024610569179	3.693790521114267e-4	0.0071460639696941395	0.005353753062991528	SDI2/ATBZIP53/MRF4/NA/BHLH101/ATSDI1/AtPDC1/NA	8
A	GO:0006714	sesquiterpenoid metabolic process	4/125	60/21192	0.06666666666666667	11.3024	6.155638631813461	4.35752425039387e-4	0.008117906288696729	0.006081846712050704	ERF58/CYP707A3/ERF55/ATCCD8	4
A	GO:0010411	xyloglucan metabolic process	4/125	62/21192	0.06451612903225806	10.937806451612904	6.03623327425775	4.939884321735763e-4	0.008874149335118176	0.006648415741283472	AtXTH22/XTH23/ATXT1/XTH30	4
A	GO:0009415	response to water	10/125	475/21192	0.021052631578947368	3.569178947368421	4.362215444259958	5.192342423568315e-4	0.009006028410534009	0.006747218103947211	ERF58/ACS6/AtDTX50/AtLtpI-5/CYP707A3/DEWAX/ATMYB44/STZ/ERF55/LTI30	10
A	GO:0009612	response to mechanical stimulus	3/125	28/21192	0.10714285714285714	18.164571428571428	7.000716455627498	5.892277847877606e-4	0.009879385858274786	0.007401527963298887	AtCML24/ACS6/AtXTH22	3
A	GO:0010584	pollen exine formation	3/125	33/21192	0.09090909090909091	15.412363636363636	6.382252711166779	9.604646551558936e-4	0.015584313598174662	0.011675597505799995	LAP6/PGF11/ATLAP3	3
A	GO:0062012	regulation of small molecule metabolic process	5/125	129/21192	0.03875968992248062	6.571162790697675	4.8888867238792075	0.0010121515273178758	0.01590975682002786	0.011919416012493404	ERF58/SDI2/ERF109/ERF55/ATSDI1	5
A	GO:0120254	olefinic compound metabolic process	4/125	80/21192	0.05	8.4768	5.160900108474985	0.0012908585359930214	0.019675813442560298	0.014740904493955395	ERF58/ACS6/CYP707A3/ERF55	4
A	GO:1902932	positive regulation of alcohol biosynthetic process	2/125	10/21192	0.2	33.9072	8.017460583832406	0.0015058134056311347	0.022155820838321228	0.016598898943432038	ERF58/ERF55	2
A	GO:0009414	response to water deprivation	9/125	461/21192	0.019522776572668113	3.3098134490238613	3.8623055414631398	0.001667898845928285	0.022155820838321228	0.016598898943432038	ERF58/ACS6/AtDTX50/AtLtpI-5/CYP707A3/DEWAX/ATMYB44/STZ/LTI30	9
A	GO:0016106	sesquiterpenoid biosynthetic process	3/125	40/21192	0.075	12.7152	5.7125941207989115	0.0016877939260933337	0.022155820838321228	0.016598898943432038	ERF58/ERF55/ATCCD8	3
A	GO:0016054	organic acid catabolic process	5/125	145/21192	0.034482758620689655	5.846068965517241	4.5103254016941206	0.0017002716156830303	0.022155820838321228	0.016598898943432038	ERF58/CYP707A3/NA/ERF55/AtPDC1	5
A	GO:0046395	carboxylic acid catabolic process	5/125	145/21192	0.034482758620689655	5.846068965517241	4.5103254016941206	0.0017002716156830303	0.022155820838321228	0.016598898943432038	ERF58/CYP707A3/NA/ERF55/AtPDC1	5
A	GO:0042742	defense response to bacterium	9/125	463/21192	0.019438444924406047	3.295516198704104	3.846901498345587	0.0017178469437266956	0.022155820838321228	0.016598898943432038	NHL13/TET8/ATMYB44/ATEXT1/AtCAF1a/NA/ATWRKY40/IDL7/ATWRKY18	9
A	GO:0016103	diterpenoid catabolic process	2/125	11/21192	0.18181818181818182	30.824727272727273	7.6212986111710785	0.0018333423151994772	0.022491980110861877	0.016850745798239097	ERF58/ERF55	2
A	GO:0045487	gibberellin catabolic process	2/125	11/21192	0.18181818181818182	30.824727272727273	7.6212986111710785	0.0018333423151994772	0.022491980110861877	0.016850745798239097	ERF58/ERF55	2
A	GO:0009408	response to heat	7/125	300/21192	0.023333333333333334	3.9558400000000002	3.9717410478933775	0.0020439012598091255	0.024319165634219753	0.018219653232291872	AtCML24/AtXTH22/DREB26/ATMYB44/AtZAT12/BAP1/ERF105	7
A	GO:0010439	regulation of glucosinolate biosynthetic process	2/125	12/21192	0.16666666666666666	28.256	7.274768042619019	0.0021915319264293083	0.024319165634219753	0.018219653232291872	SDI2/ATSDI1	2
A	GO:0009687	abscisic acid metabolic process	3/125	44/21192	0.06818181818181818	11.559272727272726	5.400762494907333	0.002224019123606578	0.024319165634219753	0.018219653232291872	ERF58/CYP707A3/ERF55	3
A	GO:0043288	apocarotenoid metabolic process	3/125	44/21192	0.06818181818181818	11.559272727272726	5.400762494907333	0.002224019123606578	0.024319165634219753	0.018219653232291872	ERF58/CYP707A3/ERF55	3
A	GO:1902644	tertiary alcohol metabolic process	3/125	44/21192	0.06818181818181818	11.559272727272726	5.400762494907333	0.002224019123606578	0.024319165634219753	0.018219653232291872	ERF58/CYP707A3/ERF55	3
A	GO:0042594	response to starvation	6/125	236/21192	0.025423728813559324	4.3102372881355935	3.939039335192827	0.0027916933221604164	0.02987705832014233	0.022383565718553843	SDI2/ATBZIP53/MRF4/BHLH101/ATSDI1/AtPDC1	6
A	GO:0031347	regulation of defense response	7/125	326/21192	0.02147239263803681	3.640343558282209	3.7006586165116055	0.0032453352889181093	0.03400840938178769	0.025478728803348314	PLIP2/JAZ7/ATMYB44/BAP1/MATI/ATWRKY40/ATWRKY18	7
A	GO:0010208	pollen wall assembly	3/125	55/21192	0.05454545454545454	9.24741818181818	4.717447454991104	0.004203132282118636	0.04314643954909538	0.032324841181492404	LAP6/PGF11/ATLAP3	3
A	GO:0009615	response to virus	4/125	112/21192	0.03571428571428571	6.054857142857142	4.131540164034168	0.004387798325003469	0.043688492949219546	0.032730941667511976	GT61/AGO9/ATWRKY40/ATWRKY18	4
A	GO:0050688	regulation of defense response to virus	2/125	17/21192	0.11764705882352941	19.94541176470588	6.019302711415402	0.004429648390477528	0.043688492949219546	0.032730941667511976	ATWRKY40/ATWRKY18	2
A	GO:0010927	cellular component assembly involved in morphogenesis	3/125	58/21192	0.05172413793103448	8.769103448275862	4.563766689130168	0.0048805762089179465	0.046240615530258954	0.034642964026018006	LAP6/PGF11/ATLAP3	3
A	GO:0032989	cellular anatomical entity morphogenesis	3/125	58/21192	0.05172413793103448	8.769103448275862	4.563766689130168	0.0048805762089179465	0.046240615530258954	0.034642964026018006	LAP6/PGF11/ATLAP3	3
A	GO:0045828	positive regulation of isoprenoid metabolic process	2/125	18/21192	0.1111111111111111	18.837333333333333	5.831685719867071	0.004964201269650067	0.046240615530258954	0.034642964026018006	ERF58/ERF55	2
A	GO:0010115	regulation of abscisic acid biosynthetic process	2/125	19/21192	0.10526315789473684	17.8458947368421	5.658600960696373	0.005526910552039414	0.049596439259808806	0.03715711050541289	ERF58/ERF55	2
A	GO:0016042	lipid catabolic process	4/125	120/21192	0.03333333333333333	5.6512	3.9357920419358137	0.005598425319590134	0.049596439259808806	0.03715711050541289	ERF58/CYP707A3/ERF55/ATCCD8	4
A	GO:0120255	olefinic compound biosynthetic process	3/125	61/21192	0.04918032786885246	8.33783606557377	4.420814398657886	0.00562027244097237	0.049596439259808806	0.03715711050541289	ERF58/ACS6/ERF55	3
A	GO:0019760	glucosinolate metabolic process	4/125	121/21192	0.03305785123966942	5.604495867768596	3.912565163689967	0.00576387977640529	0.04998675047468726	0.03744952740386741	ATMYB73/SDI2/DEWAX/ATSDI1	4
B	GO:0036293	response to decreased oxygen levels	41/1410	275/21192	0.14909090909090908	2.2408046421663443	5.529301117755187	1.0050254157738164e-6	7.408970847807743e-4	6.877418667455825e-4	AtBBE3/DIN10/ATHSP101/CYP707A3/FBA6/ADH/NA/NA/ATEBP/NA/ATHSPRO2/ATSUS4/AtCML37/AtBBE6/HUP40/HUP26/HRA1/ALAAT2/TN8/SAUR78/ATHSFA2/HSP17.6II/ATEDS1/NA/CP12-3/ATPME1/AtPPsPase1/ANAC002/NA/WIP5/ATGA2OX2/CIPK25/NA/ATMBF1C/ATHSP17.4/TN3/IQM4/NA/NA/ATWRKY70/NA	41
B	GO:0070482	response to oxygen levels	41/1410	276/21192	0.14855072463768115	2.232685784767191	5.503231667397405	1.1060247643739294e-6	7.408970847807743e-4	6.877418667455825e-4	AtBBE3/DIN10/ATHSP101/CYP707A3/FBA6/ADH/NA/NA/ATEBP/NA/ATHSPRO2/ATSUS4/AtCML37/AtBBE6/HUP40/HUP26/HRA1/ALAAT2/TN8/SAUR78/ATHSFA2/HSP17.6II/ATEDS1/NA/CP12-3/ATPME1/AtPPsPase1/ANAC002/NA/WIP5/ATGA2OX2/CIPK25/NA/ATMBF1C/ATHSP17.4/TN3/IQM4/NA/NA/ATWRKY70/NA	41
B	GO:0001666	response to hypoxia	40/1410	271/21192	0.14760147601476015	2.21841877993248	5.389397211556863	1.755034063992227e-6	7.408970847807743e-4	6.877418667455825e-4	AtBBE3/DIN10/ATHSP101/CYP707A3/FBA6/ADH/NA/NA/ATEBP/NA/ATHSPRO2/ATSUS4/AtCML37/AtBBE6/HUP40/HUP26/HRA1/ALAAT2/TN8/SAUR78/ATHSFA2/HSP17.6II/ATEDS1/NA/ATPME1/AtPPsPase1/ANAC002/NA/WIP5/ATGA2OX2/CIPK25/NA/ATMBF1C/ATHSP17.4/TN3/IQM4/NA/NA/ATWRKY70/NA	40
B	GO:0036294	cellular response to decreased oxygen levels	37/1410	243/21192	0.1522633744855967	2.288486122055862	5.393260739714508	2.007851178267681e-6	7.408970847807743e-4	6.877418667455825e-4	AtBBE3/DIN10/ATHSP101/CYP707A3/FBA6/ADH/NA/NA/NA/ATHSPRO2/ATSUS4/AtCML37/AtBBE6/HUP40/HUP26/HRA1/TN8/SAUR78/ATHSFA2/HSP17.6II/NA/CP12-3/ATPME1/AtPPsPase1/ANAC002/NA/WIP5/ATGA2OX2/NA/ATMBF1C/ATHSP17.4/TN3/IQM4/NA/NA/ATWRKY70/NA	37
B	GO:0071453	cellular response to oxygen levels	37/1410	243/21192	0.1522633744855967	2.288486122055862	5.393260739714508	2.007851178267681e-6	7.408970847807743e-4	6.877418667455825e-4	AtBBE3/DIN10/ATHSP101/CYP707A3/FBA6/ADH/NA/NA/NA/ATHSPRO2/ATSUS4/AtCML37/AtBBE6/HUP40/HUP26/HRA1/TN8/SAUR78/ATHSFA2/HSP17.6II/NA/CP12-3/ATPME1/AtPPsPase1/ANAC002/NA/WIP5/ATGA2OX2/NA/ATMBF1C/ATHSP17.4/TN3/IQM4/NA/NA/ATWRKY70/NA	37
B	GO:0016053	organic acid biosynthetic process	60/1410	493/21192	0.12170385395537525	1.8291830305122783	4.973353920913972	4.295776626428351e-6	9.92211054645142e-4	9.210254662146033e-4	NA/CLE25/LKR/AK-HSDH/AtDAHP2/CBP60f/GGP/AtCLO3/AK-HSDH/ATNFXL1/FUS3/ARATH;BSAS3;1/DIN9/ADS3/NodGS/GME/BADC1/LACS2/THA1/ACS8/ADT3/ACX1/CRR1/FLU/AGT/ATCYSD2/ELO4/ADS2/ATATP-PRT1/AtCM3/ADS4.2/ADT1/IMS2/FAD4/TSB4/EDS5/ATSERAT3;2/3-PGDH/ATCIMS/NA/NA/FD-GOGAT/ATIMD2/NA/NA/NHL6/ATCS-C/DAPDC1/AAD2/ABA3/AtFAD8/SHM1/ALPHA-DOX1/ACP2/WRI4/AK3/ELO3/ATLOX1/AtNIT2/ADS4	60
B	GO:0046394	carboxylic acid biosynthetic process	60/1410	493/21192	0.12170385395537525	1.8291830305122783	4.973353920913972	4.295776626428351e-6	9.92211054645142e-4	9.210254662146033e-4	NA/CLE25/LKR/AK-HSDH/AtDAHP2/CBP60f/GGP/AtCLO3/AK-HSDH/ATNFXL1/FUS3/ARATH;BSAS3;1/DIN9/ADS3/NodGS/GME/BADC1/LACS2/THA1/ACS8/ADT3/ACX1/CRR1/FLU/AGT/ATCYSD2/ELO4/ADS2/ATATP-PRT1/AtCM3/ADS4.2/ADT1/IMS2/FAD4/TSB4/EDS5/ATSERAT3;2/3-PGDH/ATCIMS/NA/NA/FD-GOGAT/ATIMD2/NA/NA/NHL6/ATCS-C/DAPDC1/AAD2/ABA3/AtFAD8/SHM1/ALPHA-DOX1/ACP2/WRI4/AK3/ELO3/ATLOX1/AtNIT2/ADS4	60
B	GO:0071456	cellular response to hypoxia	36/1410	241/21192	0.14937759336099585	2.245113445749095	5.189974800582035	4.302270155642892e-6	9.92211054645142e-4	9.210254662146033e-4	AtBBE3/DIN10/ATHSP101/CYP707A3/FBA6/ADH/NA/NA/NA/ATHSPRO2/ATSUS4/AtCML37/AtBBE6/HUP40/HUP26/HRA1/TN8/SAUR78/ATHSFA2/HSP17.6II/NA/ATPME1/AtPPsPase1/ANAC002/NA/WIP5/ATGA2OX2/NA/ATMBF1C/ATHSP17.4/TN3/IQM4/NA/NA/ATWRKY70/NA	36
B	GO:0009408	response to heat	41/1410	300/21192	0.13666666666666666	2.0540709219858155	4.908972904297428	9.223251172113923e-6	0.0018907664902833542	0.0017551145797695148	AtREN1/NA/AT-HSFA8/HSC70-5/BBX18/HSP18.5/ATHSP101/GGP/NA/Hop3/AT-HSC70-1/HSP70-5/ATHS83/HSA32/AtERF48/cpHsc70-2/AtWIND1/ATEBP/GAPC-2/E13L3/ERF54/XBAT31/AtPIF4/ATHSFA2/HTT5/HSP17.6II/AT-HSFA6A/CP12-3/RPT2a/ATERDJ3A/ATCIPK14/ACD31.2/ATRBP47A/ABA3/HSP70-8/ATMBF1C/ARACIN2/ATMYB44/ATHSP17.4/ALDH5F1/AT-HSFA6B	41
B	GO:0032787	monocarboxylic acid metabolic process	57/1410	488/21192	0.1168032786885246	1.7555284269271016	4.507998617887036	2.4857074650250858e-5	0.0045861302729712835	0.004257101100627173	CLE25/LPD1/CBP60f/CYP707A3/FBA6/AtCLO3/ATNFXL1/DCF/FUS3/ADS3/NA/BADC1/LACS2/ACX1/ATSCP2/ATBG1/ELO4/GAPC-2/ADS2/ADS4.2/AAD1/FAD4/EDS5/UGT71B6/ATMES3/ALPHA/NA/IBR3/NA/NA/ATBI-1/NA/PGK1/PFK2/CER8/NA/NHL6/NA/ATNADP-ME1/AAD2/ABA3/AtFBA1/AtFAD8/ALPHA-DOX1/ACP2/CYP74B2/AtHPCL/WRI4/ATMES7/NA/ELO3/ATCAD7/NA/ALDH5F1/ATLOX1/AtNIT2/ADS4	57
B	GO:0006636	unsaturated fatty acid biosynthetic process	7/1410	16/21192	0.4375	6.575531914893617	5.956271924583597	3.813340261437918e-5	0.005947489694957942	0.0055207906054466245	AtCLO3/ADS3/ADS4.2/FAD4/NA/AAD2/ALPHA-DOX1	7
B	GO:0009070	serine family amino acid biosynthetic process	11/1410	40/21192	0.275	4.133191489361702	5.295310103103483	4.169259737818555e-5	0.005947489694957942	0.0055207906054466245	AK-HSDH/AK-HSDH/ARATH;BSAS3;1/THA1/AGT/ATCYSD2/ATSERAT3;2/3-PGDH/ATCS-C/SHM1/AK3	11
B	GO:0042742	defense response to bacterium	54/1410	463/21192	0.11663066954643629	1.7529341482468639	4.37329221898104	4.190643145498821e-5	0.005947489694957942	0.0055207906054466245	AtBBE3/CRK23/LecRK-VII.2/HAOX1/GGP/LecRK-VI.2/LecRK-S.6/AtCRT3/ATWRKY53/ATNFXL1/HSL2/PLDBETA/AtMYB28/ATWRKY27/AT-HSC70-1/ATTLP1/ATHS83/CRK31/ATWRKY48/PSL4/ATHSPRO2/AtCM3/EDS5/AtBBE6/ATMLO12/EXT-like/NA/IDL6/ATEDS1/AZI3/ATERF#011/IAN9/CRK28/AtNHR2B/PR-1-LIKE/LecRK-VII.1/ATPCB/LecRK-IV.4/AtJAZ1/APK2A/AtPR4/AtRLP23/ABA3/CYP71A12/FLS2/PRLIP1/ALPHA-DOX1/ATOSM34/ATMYB44/ATWRKY70/LecRK-I.4/ATLOX1/LecRK-IV.2/BES1	54
B	GO:0006520	amino acid metabolic process	48/1410	401/21192	0.11970074812967581	1.7990767761447446	4.3129377432601865	5.774113858617343e-5	0.007515701031943974	0.006976491558392723	NA/LKR/AK-HSDH/AtDAHP2/OVA2/TAT/AK-HSDH/AQI/ARATH;BSAS3;1/NodGS/THA1/ACS8/GATB/ADT3/CRR1/AtProRS-Cyt/AGT/ATCYSD2/ATHSPRO2/ATATP-PRT1/AtCM3/ADT1/IMS2/ACR4/TSB4/ATSERAT3;2/3-PGDH/ATCIMS/NA/FD-GOGAT/A37/ATIMD2/PDH2/ATPDX1.1/AtbZIP1/ATCS-C/DAPDC1/NA/EMB2369/SHM1/GAD2/AK3/OVA4/GDC-H1/DIN4/DCT/ALDH5F1/ALDH12A1	48
B	GO:0033559	unsaturated fatty acid metabolic process	7/1410	17/21192	0.4117647058823529	6.188735919899875	5.71379299641505	6.110326042230873e-5	0.007515701031943974	0.006976491558392723	AtCLO3/ADS3/ADS4.2/FAD4/NA/AAD2/ALPHA-DOX1	7
B	GO:0043648	dicarboxylic acid metabolic process	16/1410	83/21192	0.1927710843373494	2.8973083824660346	4.623739147877334	1.0017499184149878e-4	0.011551428746722828	0.010722678403034112	LPD1/AK-HSDH/AtDAHP2/AK-HSDH/CRR1/AtCM3/mMDH1/FD-GOGAT/PDH2/DAPDC1/ATNADP-ME1/GAD2/AK3/DCT/ALDH5F1/ALDH12A1	16
B	GO:1901607	alpha-amino acid biosynthetic process	25/1410	169/21192	0.14792899408284024	2.2233413068110286	4.262788943236651	1.3994465222752056e-4	0.015188110785869144	0.014098448865274053	LKR/AK-HSDH/AK-HSDH/ARATH;BSAS3;1/NodGS/THA1/ACS8/ADT3/CRR1/AGT/ATCYSD2/ATATP-PRT1/AtCM3/ADT1/IMS2/TSB4/ATSERAT3;2/3-PGDH/ATCIMS/FD-GOGAT/ATIMD2/ATCS-C/DAPDC1/SHM1/AK3	25
B	GO:0009069	serine family amino acid metabolic process	12/1410	53/21192	0.22641509433962265	3.4029706945002007	4.676213949682767	1.4903675715809356e-4	0.01527626760870459	0.014180280929603405	AK-HSDH/AK-HSDH/ARATH;BSAS3;1/THA1/AGT/ATCYSD2/ATSERAT3;2/3-PGDH/ATCS-C/SHM1/AK3/GDC-H1	12
B	GO:0016054	organic acid catabolic process	22/1410	145/21192	0.15172413793103448	2.2803815113719734	4.130270336326049	2.378575561092861e-4	0.020620927077225765	0.019141491002508244	LKR/CYP707A3/TAT/NA/THA1/ACX1/ATSCP2/ATHSPRO2/UGT71B6/IBR3/NA/NA/PDH2/ATGA2OX2/SHM1/ALPHA-DOX1/AtHPCL/GAD2/GDC-H1/DIN4/ALDH5F1/ALDH12A1	22
B	GO:0046395	carboxylic acid catabolic process	22/1410	145/21192	0.15172413793103448	2.2803815113719734	4.130270336326049	2.378575561092861e-4	0.020620927077225765	0.019141491002508244	LKR/CYP707A3/TAT/NA/THA1/ACX1/ATSCP2/ATHSPRO2/UGT71B6/IBR3/NA/NA/PDH2/ATGA2OX2/SHM1/ALPHA-DOX1/AtHPCL/GAD2/GDC-H1/DIN4/ALDH5F1/ALDH12A1	22
B	GO:0006553	lysine metabolic process	5/1410	10/21192	0.5	7.514893617021277	5.501410219704262	2.4588639333277337e-4	0.020620927077225765	0.019141491002508244	LKR/AK-HSDH/AK-HSDH/CRR1/DAPDC1	5
B	GO:0009085	lysine biosynthetic process	5/1410	10/21192	0.5	7.514893617021277	5.501410219704262	2.4588639333277337e-4	0.020620927077225765	0.019141491002508244	LKR/AK-HSDH/AK-HSDH/CRR1/DAPDC1	5
